kind,frox_idx,en,ja
monster,647,Wyrd sister,運命の魔女
monster,648,Clubber demon,撲殺の悪魔
monster,649,Death quasit,デス・クアシト
monster,650,Giganto the Gargantuan,超大なる『ギガント』
monster,651,Strygalldwir,『ストリガルドワー』
monster,652,Fallen angel,堕天使
monster,653,Giant headless,巨大首なし
monster,654,Judge Fire,闇の審判『ファイア』
monster,655,"Ubbo-Sathla, the Unbegotten Source",自存する源『ウボ=サスラ』
monster,656,Judge Mortis,闇の審判『モーティス』
monster,657,Dark elven sorcerer,ダークエルフ・ソーサラー
monster,658,Master lich,マスターリッチ
monster,659,Byakhee,バイアクヘー
monster,660,"Rinaldo, Son of Brand",ブランドの息子『リナルド』
monster,661,Archon,アルコン
monster,662,Formless spawn of Tsathoggua,ツァトゥグァの落とし子
monster,663,Hunting horror,忌まわしき狩人
monster,664,Undead beholder,アンデッド・ビホルダー
monster,665,Shadow demon,シャドウ・デーモン
monster,666,Iron lich,アイアン・リッチ
monster,667,Dread,ドリード
monster,668,Greater basilisk,巨大バシリスク
monster,669,Charybdis,『カリブディス』
monster,670,Jack of Shadows,『影のジャック』
monster,671,Zephyr Lord,ゼファーロード
monster,672,Juggernaut of Khorne,<コーン>のジャガーノート
monster,673,Mumak,ムーマク
monster,674,Judge Fear,闇の審判『フィアー』
monster,675,Ancient multi-hued dragon,古代万色ドラゴン
monster,676,Ethereal dragon,天上界ドラゴン
monster,677,Dark young of Shub-Niggurath,シュブ=ニグラスの黒い仔山羊
monster,678,Colour out of space,異次元の色彩
monster,679,"Quaker, Master of Earth",大地の主『クェイカー』
monster,680,Death leprechaun,死のレプラコーン
monster,681,"Chaugnar Faugn, Horror from the Hills",丘からの恐怖『チャウグナール・ファウグン』
monster,682,Lloigor,ロイガー
monster,683,Utgard-Loke,『ウートガルザ・ロキ』
monster,684,"Quachil Uttaus, Treader of the Dust",塵の中を歩くもの『クァチル・ウタウス』
monster,685,Shoggoth,ショゴス
monster,686,Judge Death,闇の審判『デス』
monster,687,"Ariel, Queen of Air",風の女王『アリエル』
monster,688,11-headed hydra,十一首ヒドラ
monster,689,High priest,ハイ・プリースト
monster,690,Dreadmaster,ドリードマスター
monster,691,Drolem,ドローレム
monster,692,Scatha the Worm,長虫『スカサ』
monster,693,Warrior of the Dawn,暁の戦士
monster,695,Zoth-Ommog,『ゾス=オムモグ』
monster,696,Nazgul,ナズグル
monster,697,Smaug the Golden,黄金竜『スマウグ』
monster,698,The Stormbringer,『ストームブリンガー』
monster,699,Ultra-elite paladin,超エリート・パラディン
monster,700,Leprechaun fanatic,突撃狂信レプラコーン
monster,701,Dracolich,ドラコリッチ
monster,702,Greater titan,グレーター・タイタン
monster,703,Dracolisk,ドラコリスク
monster,704,Fastitocalon,ファスティトカロン
monster,705,Spectral tyrannosaurus,幽体ティラノサウルス
monster,706,Yibb-Tstll the Patient One,忍耐強きもの『イブ=ツトゥル』
monster,707,Ghatanothoa,『ガタノソア』
monster,708,Ent,エント
monster,709,Hru,フルゥ
monster,710,Itangast the Fire Drake,ファイア・ドレイク『イタンガスト』
monster,711,Death mold,デス・モルド
monster,712,Fafner the Dragon,竜の『ファフナー』
monster,713,Fangorn,木の鬚『ファンゴルン』
monster,714,Zhar the Twin Obscenity,双子のひわいなるもの『ツァール』
monster,715,"Glaurung, Father of the Dragons",ドラゴン族の祖『グラウルング』
monster,716,Behemoth,ベヒーモス
monster,717,"Garm, Guardian of Hel",地獄の番犬『ガルム』
monster,718,Greater wall monster,長老岩
monster,719,Nycadaemon,ニカデーモン
monster,720,Greater Balrog,グレーター・バルログ
monster,721,Goat of Mendes,メンデスの山羊
monster,722,Nightwing,ナイトウィング
monster,723,Maulotaur,マウロタウロス
monster,724,Nether hound,冥界ハウンド
monster,725,Time hound,タイム・ハウンド
monster,726,Plasma hound,プラズマ・ハウンド
monster,727,Demonic quylthulg,デーモン・クイルスルグ
monster,728,Great Storm Wyrm,グレート・ストーム・ワイアーム
monster,729,Ulik the Troll,トロルの『ウリク』
monster,730,Baphomet the Minotaur Lord,ミノタウロスの王『バフォメット』
monster,731,Hell knight,地獄の騎士
monster,733,Santa Claus,『サンタクロース』
monster,734,"Eihort, the Thing in the Labyrinth",迷路の神『アイホート』
monster,735,The King in Yellow,『黄衣の王』
monster,736,Great unclean one,偉大なる不浄
monster,737,Lord of Chaos,混沌の王族
monster,738,Khamul the Easterling,東夷『カムル』
monster,739,Hound of Tindalos,ティンダロスの猟犬
monster,740,Lesser kraken,レッサー・クラーケン
monster,741,Great Ice Wyrm,アイス・ワイアーム
monster,742,Demilich,デミリッチ
monster,743,The Phoenix,『火の鳥』
monster,744,Nightcrawler,ナイトクローラー
monster,745,Lord of Change,変幻の魔公
monster,746,Keeper of Secrets,禁断の護り手
monster,748,Hand druj,手のドルジ
monster,749,Eye druj,目のドルジ
monster,750,Skull druj,頭蓋のドルジ
monster,752,Aether vortex,エーテル・ボルテックス
monster,753,Nidhogg the Hel-Drake,ヘルドレイク『ニーズホッグ』
monster,754,The Lernean Hydra,『レルニアン・ヒドラ』
monster,755,"Thuringwethil, the Vampire Messenger",吸血鬼の使者『スリングウェシル』
monster,756,Great Hell Wyrm,ヘル・ワイアーム
monster,757,Hastur the Unspeakable,名状しがたきもの『ハスター』
monster,758,Bloodthirster,<コーン>の渇血悪魔
monster,759,Draconic quylthulg,ドラゴン・クイルスルグ
monster,760,"Nyogtha, the Thing that Should not Be",ありうべからざるもの『ニョグタ』
monster,761,"Ahtu, Avatar of Nyarlathotep",ナイアルラトホテップの化身『アフトゥ』
monster,762,Fundin Bluecloak,青き衣の『フンディン』
monster,763,Dworkin Barimen,線の巨匠『ドワーキン』
monster,764,"Uriel, Angel of Fire",炎の天使『ウリエル』
monster,765,"Azriel, Angel of Death",死天使『アズリエル』
monster,766,Ancalagon the Black,黒竜『アンカラゴン』
monster,767,"Daoloth, the Render of the Veils",ヴェールを与えるもの『ダオロス』
monster,768,Nightwalker,ナイトウォーカー
monster,769,"Raphael, the Messenger",告知者『ラファエル』
monster,770,Habu the Champion of Chaos,混沌の覇者『はぶ』
monster,771,Saruman of Many Colours,万色の『サルマン』
monster,772,Gandalf the Grey,灰色の『ガンダルフ』
monster,773,"Brand, Mad Visionary of Amber",アンバーの狂気の夢想家『ブランド』
monster,774,Shadowlord,シャドウ・ロード
monster,775,Greater kraken,グレーター・クラーケン
monster,776,Archlich,アーチリッチ
monster,777,"Bast, Goddess of Cats",猫の女神『バスト』
monster,778,Jabberwock,ジャバーウォック
monster,779,Chaos hound,カオス・ハウンド
monster,780,"Vlad Dracula, Prince of Darkness",闇貴公子『ヴラド』
monster,781,Ultimate beholder,究極ビホルダー
monster,782,Leviathan,リヴァイアサン
monster,783,Great Wyrm of Chaos,カオス・ワイアーム
monster,784,Great Wyrm of Law,ロー・ワイアーム
monster,785,Great Wyrm of Balance,バランス・ワイアーム
monster,786,Shambler,シャンブラー
monster,787,"Hypnos, Lord of Sleep",眠りの主『ヒュプノス』
monster,788,Glaaki,『グラーキ』
monster,789,"Bleys, Master of Manipulation",ごまかしの名手『ブレイズ』
monster,790,Great Wyrm of Many Colours,グレート・万色ワイアーム
monster,791,Fiona the Sorceress,女魔術師『フィオナ』
monster,792,"Tselakus, the Dreadlord",ドリードロード『ツエラクス』
monster,793,Sky Drake,スカイ・ドレイク
monster,794,"Julian, Master of Arden Forest",アーデンの森の主『ジュリアン』
monster,795,"Tiamat, Celestial Dragon of Evil",地獄界ドラゴン『ティアマット』
monster,796,The Norsa,『ノーサ』
monster,797,Rhan-Tegoth,『ラーン=テゴス』
monster,798,Black reaver,黒き掠奪者
monster,799,"Caine, the Conspirator",陰謀家『ケイン』
monster,800,Master quylthulg,マスター・クイルスルグ
monster,801,Greater draconic quylthulg,グレーター・ドラゴン・クイルスルグ
monster,802,Greater rotting quylthulg,腐乱グレーター・クイルスルグ
monster,803,Null the Living Void,生ける虚無『ヌル』
monster,804,"Vecna, the Emperor Lich",エンペラー・リッチ『ベクナ』
monster,805,Omarax the Eye Tyrant,アイの暴君『オマラックス』
monster,806,"Tsathoggua, the Sleeper of N'kai",ン・カイに眠るもの『ツァトゥグァ』
monster,807,"Gerard, Strongman of Amber",アンバーの強者『ジェラード』
monster,808,"Ungoliant, the Unlight",光なき闇の大蜘蛛『ウンゴリアント』
monster,809,"Atlach-Nacha, the Spider God",蜘蛛の神『アトラク・ナクア』
monster,810,Y'golonac,『ヰ=ゴロゥナク』
monster,811,Aether hound,エーテル・ハウンド
monster,812,Warp demon,ワープ・デーモン
monster,813,Eric the Usurper,王位簒奪者『エリック』
monster,814,"Yig, Father of Serpents",蛇たちの父『イグ』
monster,815,Unmaker,混沌
monster,816,Cyberdemon,サイバーデーモン
monster,817,"Hela, Queen of the Dead",死の女王『ヘラ』
monster,818,The Mouth of Sauron,『サウロンの口』
monster,819,"Klingsor, Evil Master of Magic",悪の魔術師『クリングゾール』
monster,820,"Corwin, Lord of Avalon",アヴァロンの主『コーウィン』
monster,821,The Emperor Quylthulg,『エンペラー・クイルスルグ』
monster,822,"Qlzqqlzuup, the Lord of Flesh",肉塊の帝王『クルズククルズップ』
monster,823,"Cthugha, the Living Flame",生ける炎『クトゥグァ』
monster,824,"Benedict, the Ideal Warrior",理想の戦士『ベネディクト』
monster,825,The Witch-King of Angmar,『アングマールの魔王』
monster,826,Cyaegha,『シアエガ』
monster,827,"Pazuzu, Lord of Air",風の帝王『パズズ』
monster,828,Ithaqua the Windwalker,風に乗りて歩むもの『イタカ』
monster,829,Hell hound of Julian,ジュリアンのヘルハウンド
monster,830,"Cantoras, the Skeletal Lord",骸骨の帝王『カントラス』
monster,831,"Mephistopheles, Lord of Hell",地獄の王『メフィストフェレス』
monster,832,Godzilla,『ゴヂラ』
monster,833,"Abhoth, Source of Uncleanness",不浄の源『アブホース』
monster,834,Ymir the Ice Giant,氷の巨人『イミル』
monster,835,Loki the Trickster,いたずら者『ロキ』
monster,836,Star-spawn of Cthulhu,クトゥルフの落とし子
monster,837,Surtur the Giant Fire Demon,火の巨人『スルト』
monster,838,The Tarrasque,『タラスク』
monster,839,"Lungorthin, the Balrog of White Fire",白炎のバルログ『ルンゴルシン』
monster,840,"Draugluin, Sire of All Werewolves",巨狼の帝王『ドラウグルイン』
monster,841,Shuma-Gorath,『シュマ=ゴラス』
monster,842,"Tulzscha, the Green Flame",緑色の火焔『トゥールスチャ』
monster,843,Oremorj the Cyberdemon Lord,サイバーデーモンの王『Oremorj』
monster,844,Kaschei the Immortal,不死なる『カシェイ』
monster,845,"Yog-Sothoth, the All-in-One",全てにして一つのもの『ヨグ=ソトート』
monster,846,Fenris Wolf,狼『フェンリル』
monster,847,Great Wyrm of Power,パワー・ワイアーム
monster,848,"Shub-Niggurath, Black Goat of the Woods",森の黒山羊『シュブ=ニグラス』
monster,849,"Nodens, Lord of the Great Abyss",大いなる深淵の主『ノーデンス』
monster,850,"Carcharoth, the Jaws of Thirst",赤顎狼『カルハロス』
monster,851,"Nyarlathotep, the Crawling Chaos",這いうねる混沌『ナイアルラトホテップ』
monster,852,"Azathoth, Seething Nuclear Chaos",奇怪な原子核の混沌『アザトート』
monster,853,"Cerberus, Guardian of Hades",地獄の番犬『ケルベロス』
monster,854,Jormungand the Midgard Serpent,ミドガルドの大蛇『ヨルムンガンド』
monster,855,The Destroyer,『破壊スル者』
monster,856,"Gothmog, the High Captain of Balrogs",バルログの長『ゴスモグ』
monster,857,Great Cthulhu,『偉大なるクトゥルフ』
monster,858,"Sauron, the Sorcerer",妖術師『サウロン』
monster,859,The Unicorn of Order,『秩序のユニコーン』
monster,860,"Oberon, King of Amber",アンバーの王『オベロン』
monster,861,"Morgoth, Lord of Darkness",冥王『モルゴス』
monster,862,The Serpent of Chaos,『混沌のサーペント』
monster,863,Quantum dot,量子ドット
monster,864,a Plain Gold Ring,金無垢の指輪
monster,865,Lourph,ロゥフ
monster,866,Caaws,カァウ
monster,867,Culverin,カルヴァリン
monster,868,Behinder,ビハインダー
monster,869,Boadile,ボーダイル
monster,870,Ebony monk,黒衣の修行僧
monster,871,Metal Babble,はぐれメタル
monster,872,The Yamata-no-Orochi,『八岐大蛇』
monster,873,"Combat-Echizen ""Because it's time""",せっかくだから『コンバット越前』
monster,874,Spectral Wyrm,幽体ワイアーム
monster,875,Storm troll,ストームトロル
monster,876,Unstable worm mass,不安定イモムシの大群
monster,877,Bat of Gorgoroth,ゴルゴロスの蝙蝠
monster,878,Dio Brando,『ディオ・ブランドー』
monster,879,Ohmu,王蟲
monster,880,"Richard Wong, Master of Time",時を統べる者『リチャード・ウォン』
monster,881,"Locke, the Superman",超人『ロック』
monster,882,"Layzark, the Emperor",皇帝『レイザーク』
monster,883,Zombified Serpent of Chaos,サーペント・ゾンビ
monster,884,Noxious fume,有毒ガス
monster,885,Shallow puddle,浅い水たまり
monster,886,Dark elven shade,闇のエルフの影
monster,887,Mana hound,魔力ハウンド
monster,888,Vore,ヴォア
monster,889,Bouncing mine,活発な機雷
monster,890,Great Venom Wyrm,グレート・ヴェノム・ワイアーム
monster,891,"Gorlim, Betrayer of Barahir",バラヒアを裏切りし『ゴルリム』
monster,892,Djinni,ディジニ
monster,893,Efreeti,イフリート
monster,894,Troll king,トロルの王
monster,895,Sky golem,スカイ・ゴーレム
monster,896,Bazooker,バズーカ
monster,897,Shard vortex,破片ボルテックス
monster,898,Granite wall,花崗岩の壁
monster,899,Fire troll,ファイア・トロル
monster,900,Elf lord,エルフ・ロード
monster,901,Samurai,サムライ
monster,902,Magma intrusion,溶岩の壁
monster,904,Chaos mushroom,混沌おばけキノコ
monster,905,Cloud golem,雲ゴーレム
monster,906,Lava golem,溶岩ゴーレム
monster,907,Ogre warrior,オーガ戦士
monster,908,Pole axe of animated attack,生きたポール・アックス
monster,909,The Icky Queen,『女王ベトベト』
monster,910,Aquatic golem,水棲ゴーレム
monster,911,Quartz vein,石英の鉱脈
monster,912,Floating orb,宙に浮かぶ宝珠
monster,913,Undead devilfish,アンデッド・チョウチンアンコウ
monster,914,Bullroarer the Hobbit,ホビット『牛うなり』
monster,917,Grand master mystic,修験道免許皆伝者
monster,918,Devilfish,チョウチンアンコウ
monster,919,Aquatic naga,水棲ナーガ
monster,920,The Demogorgon,『デモゴルゴン』
monster,921,Internet Exploder,インターネット・エクスプローダー
monster,923,Yukionna,雪女
monster,924,Goomba,クリボー
monster,925,Monkey of Nikko,日光猿
monster,926,Tsuchinoko,ツチノコ
monster,927,Mario,ひげおやじ『マリオ』
monster,928,King Koopa,『クッパ大王』
monster,930,Clone of Locke the Superman,超人ロックのクローン
monster,931,Caldarm the Third,銀河皇帝『カル・ダームIII世』
monster,932,Banor=Rupart,『バーノール=ルパート』
monster,933,Banor the Prince Regent,『摂政バーノール公』
monster,934,Rupart the General,『ルパート将軍』
monster,935,Druaga,『ドルアーガ』
monster,936,Kenshirou the Fist of the North Star,北斗神拳の使い手『ケンシロウ』
monster,937,Lems the Cyborg,サイバー『レムス』
monster,938,White knight,白騎士
monster,939,Hoarmurath of Dir,ディアの『ホアルムラス』
monster,940,Lesser Balrog,レッサー・バルログ
monster,941,Bone dragon,骸骨ドラゴン
monster,942,Planetar,プラネター
monster,943,Solar,ソーラー
monster,944,Deep puddle,深い水たまり
monster,945,Biketal of Fire,怒りの魔王『炎のバイケタル』
monster,946,Jisisl of Ice,静の魔王『氷のジシスル』
monster,947,"Poor, the Thief",盗賊『プアー』
monster,948,"Rich, the Thief",盗賊『リッチ』
monster,949,"Iketa, the Brave",勇者『イケタ』
monster,950,Hammer brother,ハンマーブロス
monster,951,Buzzy beetle,メット
monster,952,Kamikaze hound,カミカゼ・ハウンド
monster,953,Broken death sword,折れたデスソード
monster,954,Orcish Artillery,オークの弩弓隊
monster,955,Scrawny horse,やせこけた馬
monster,956,Horse,馬
monster,957,Unruly horse,あばれ馬
monster,958,Red puyo,赤ぷよ
monster,959,Blue puyo,青ぷよ
monster,960,Yellow puyo,黄ぷよ
monster,961,Green puyo,緑ぷよ
monster,962,Slime Mold,スライムモルド
monster,963,"Botei-Building, the Emperor",ビルダー帝国帝王『ボ帝ビル』
monster,964,Shadower,あやしい影
monster,965,Statue of Chest mimic mimic,ミミック(ミミック(箱)の像)
monster,966,Luigi,地味な脇役『ルイージ』
monster,967,"Jaian, the Boss of the Kids",ガキ大将『ジャイアン』
monster,968,Bramd the Ice Dragon,氷竜『ブラムド』
monster,969,Eibra the Water Dragon,水竜『エイブラ』
monster,970,Narse the Black Dragon,邪竜『ナース』
monster,971,Mycen the Gold Dragon,金鱗の竜王『マイセン』
monster,972,Shooting Star the Red Dragon,火竜山の魔竜『シューティングスター』
monster,973,"Beld, Ruler of Marmo",暗黒の島マーモの皇帝『ベルド』
monster,974,"Ashram, the Ebony Knight",黒衣の騎士『アシュラム』
monster,975,That @$^%& Black Bat,『That @$^%& Black Bat』
monster,976,"Eol, the Dark Elven Smith",ダークエルフの鍛冶師『エオル』
monster,977,"Maeglin, Betrayer of Gondolin",ゴンドリンを裏切りし『マイグリン』
monster,978,Ar-Pharazon the Golden,黄金王『アル=ファラゾン』
monster,980,Coatl,コアトル
monster,981,Thunder bird,サンダーバード
monster,982,Durahan,デュラハン
monster,983,Hibagon,ヒバゴン
monster,984,Nue,鵺
monster,985,Unicorn,ユニコーン
monster,986,Nekomata,猫又
monster,987,Nine-tailed fox,九尾の狐
monster,988,Fenghuang,鳳凰
monster,989,Kirin,麒麟
monster,990,Pegasus,ペガサス
monster,992,"Huan, the Hound of Valinor",ヴァリノールの猟犬『フアン』
monster,993,Dao,ダオ
monster,994,Marid,マリード
monster,995,Wolf Chieftain,狼の族長
monster,996,"Nar, the Dwarf",ドワーフ『ナル』
monster,997,Chiokovo,チォコヴォ
monster,998,Black Chiokovo,黒チォコヴォ
monster,999,Devu Chiokovo,デヴチォコヴォ
monster,1000,"Bahamut, Celestial Dragon of Good",極楽界ドラゴン『バハムート』
monster,1001,"Suke-san, the Mitsukuni's Warder",『助さん』
monster,1002,"Kaku-san, the Mitsukuni's Warder",『格さん』
monster,1003,The Ghost 'Q',ゴースト『Ｑ』
monster,1005,"Ansalom, the Dark Wizard",暗黒城の魔術師『アンサロム』
monster,1006,High-elven ranger,ハイ=エルフ・レンジャー
monster,1007,Giant cockroach,巨大ゴキブリ
monster,1008,Demonologist,悪魔崇拝者
monster,1009,"Dwar, Dog Lord of Waw",ウォウズの犬王『ドワール』
monster,1010,Golden Angel,金のエンゼル
monster,1011,Silver Angel,銀のエンゼル
monster,1012,Jibaku ghost,自縛霊
monster,1013,Rolento,『ロレント』
monster,1014,M. Bison,闇の格闘王『ベガ』
monster,1015,TaepoDong,テポドン
monster,1016,Spider bomb,スパイダー・ボム
monster,1017,Bomb mosquito,爆弾をとりつけられた蚊
monster,1018,Raou the Conqueror,世紀末覇者『ラオウ』
monster,1019,"Kokuo, Raou's Steed",ラオウの愛馬『黒王号』
monster,1020,Kutar,クター
monster,1021,"Nami, the Mate",航海士『ナミ』
monster,1022,Nappa the Saiyan,サイヤ人『ナッパ』
monster,1023,Hand grenade,手榴弾
monster,1024,Grand master thief,盗賊の頭領
monster,1025,"Charon, Boatman of the Styx",三途の川の渡し守『カロン』
monster,1026,Old sorcerer,老ソーサラー
monster,1027,"Red Helm, the King of Bear",二子峠の魔王『赤カブト』
monster,1028,Mad bear,凶熊
monster,1029,Demonite,ベビーサタン
monster,1031,Wahha-Man the Golden,金色の怪人『ワッハマン』
monster,1032,Madame Debby,『マダム・デビ』
monster,1033,The Defiler,『ディファイラー』
monster,1034,The Minotaur of the Labyrinth,『迷宮のミノタウロス』
monster,1035,Living armor,リビングアーマー
monster,1036,Trap master,トラップマスター
monster,1037,Knight templar,聖堂騎士
monster,1038,Paladin,パラディン
monster,1039,Ranger,レンジャー
monster,1040,Chameleon,カメレオン
monster,1041,Chameleon Lord,カメレオンの王
monster,1042,Narwhal,幻の鯨『イッカク』
monster,1043,Petshop,『ペットショップ』
monster,1044,White crocodile,白ワニ
monster,1046,Ulfang the Black,黒色王『ウルファング』
monster,1047,Topaz monk,黄衣の修行僧
monster,1048,Stone dragon,石ドラゴン
monster,1049,Steel dragon,鋼鉄ドラゴン
monster,1050,"Atlas, the Titan",タイタンの『アトラス』
monster,1051,"Kronos, Lord of the Titans",タイタン族の王『クロノス』
monster,1052,Dimensional shambler,空鬼
monster,1053,Novice mindcrafter,見習超能力者
monster,1054,Novice mindcrafter,見習超能力者
monster,1055,Mindcrafter,超能力者
monster,1056,Master mindcrafter,達人超能力者
monster,1057,Ogrillon,オグリロン
monster,1058,Elder vampire,エルダー・バンパイア
monster,1059,"Noborta Kesyta, the Yeek President",イークの大統領『ノボータ・ケシータ』
monster,1060,Mori Troll,『森トロル』
monster,1061,Barney the Dinosaur,『恐竜バーニーちゃん』
monster,1062,Groo the Wanderer,放浪者『グルー』
monster,1064,Great Wyrm of Space-Time,時空ワイアーム
monster,1065,Octopus of Kshitigarbha,地蔵尊の蛸
monster,1066,Great Bile Wyrm,グレート・バイル・ワイアーム
monster,1067,Tanuki,たぬき
monster,1068,"Dionysus, the Munchkin of Chaos",混沌のサマ師『ディオニソス』
monster,1069,Walken,魔人『ウォーケン』
monster,1070,Trench Wurm,塹壕ワーム
monster,1071,Radiant Kavu,発光カヴー
monster,1072,"Mauhur, the Orc Captain",オークの隊長『マウフル』
monster,1073,"Meng You, the Brother of Meng Huo",孟獲の弟『孟優』
monster,1079,Invisible Pink Unicorn,『見えざるピンクのユニコーン』
monster,1080,Flying Spaghetti Monster,『空飛ぶスパゲッティ・モンスター』
monster,1110,Metal Babble,はぐれメタル
monster,1168,Cacodemon,カコデーモン
monster,1235,Cockatrice,『コカトリス』
monster,1290,Arachnotron,アラクノトロン
monster,1321,Lion,ライオン
monster,1337,Greater Cyber Wyrm Angel Daemon Lich,巨大サイバーワイアーム天使悪魔リッチ
monster,1356,Draugr,ドラウグル
item,2,& Ration~ of Food,食料
item,3,& Hard Biscuit~,ビスケット
item,4,& Strip~ of Venison,乾し肉
item,5,& Slime Mold~,スライムモルド
item,6,& Pint~ of Fine Ale,高級エール
item,7,& Pint~ of Fine Wine,高級ワイン
item,8,& Piece~ of Elvish Waybread,エルフの行糧
item,10,& Broken Dagger~,折れたダガー
item,11,& Broken Sword~,折れた剣
item,12,& Dagger~,ダガー
item,13,& Main Gauche~,マン・ゴーシュ
item,14,& Tanto~,短刀
item,15,& Rapier~,レイピア
item,16,& Small Sword~,スモール・ソード
item,17,& Basillard~,バゼラード
item,18,& Short Sword~,ショート・ソード
item,19,& Sabre~,サーベル
item,20,& Cutlass~,カットラス
item,21,& Wakizashi~,脇差し
item,22,& Khopesh~,コペシュ
item,23,& Tulwar~,タルワール
item,24,& Broad Sword~,ブロード・ソード
item,25,& Long Sword~,ロング・ソード
item,26,& Scimitar~,シミター
item,27,& Ninjato~,忍者刀
item,28,& Katana~,カタナ
item,29,& Bastard Sword~,バスタード・ソード
item,30,& Falchion~,青龍刀
item,31,& Claymore~,クレイモア
item,32,& Espadon~,エスパドン
item,33,& Two-Handed Sword~,グレート・ソード
item,34,& Flamberge~,フランベルジュ
item,35,& No-dachi~,野太刀
item,36,& Executioner's Sword~,首切りソード
item,37,& Zweihander~,ツヴァイハンダー
item,38,& Blade~ of Chaos,カオス・ブレード
item,39,& Diamond Edge~,ダイヤモンド・エッジ
item,40,& Poison Needle~,毒針
item,41,& Falcon Sword~,隼の剣
item,44,& Hatchet~,ハチェット
item,45,& Spear~,スピア
item,46,& Sickle~,鎌
item,47,& Awl-Pike~,オウル・パイク
item,48,& Trident~,トライデント
item,49,& Fauchard~,フォシャール
item,50,& Broad Spear~,ブロード・スピア
item,51,& Pike~,パイク
item,52,& Naginata~,薙刀
item,53,& Beaked Axe~,ビークド・アックス
item,54,& Broad Axe~,ブロード・アックス
item,55,& Lucerne Hammer~,ルツェルン・ハンマー
item,56,& Glaive~,グレイブ
item,57,& Lajatang~,ラジャタン
item,58,& Halberd~,ハルベルト
item,59,& Guisarme~,ギザルム
item,60,& Scythe~,大鎌
item,61,& Lance~,ランス
item,62,& Battle Axe~,バトル・アックス
item,63,& Great Axe~,グレート・アックス
item,64,& Trifurcate Spear~,三叉槍
item,65,& Lochaber Axe~,ロッホアーバー・アックス
item,66,& Heavy Lance~,ヘヴィ・ランス
item,67,& Scythe~ of Slicing,切り裂きの大鎌
item,68,& Fishingpole~,釣り竿
item,69,& Death Scythe~,死の大鎌
item,70,& Death Scythe~,死の大鎌
item,71,& Club~,棍棒
item,72,& Whip~,ムチ
item,73,& Quarterstaff~,クォータースタッフ
item,74,& Nunchaku~,ヌンチャク
item,75,& Mace~,メイス
item,76,& Ball-and-Chain~,鎖つき鉄球
item,77,& Jo Staff~,錫杖
item,78,& War Hammer~,ウォー・ハンマー
item,79,& Three Piece Rod~,三節棍
item,80,& Morning Star~,モーニング・スター
item,81,& Flail~,フレイル
item,82,& Bo Staff~,六尺棒
item,83,& Lead-Filled Mace~,鉛詰めメイス
item,84,& Tetsubo~,鉄棒
item,85,& Two-Handed Flail~,ヘヴィ・フレイル
item,86,& Great Hammer~,グレート・ハンマー
item,87,& Mace~ of Disruption,粉砕のメイス
item,88,& Wizardstaff~,魔術師の杖
item,89,& Mighty Hammer~,冥界の大鉄杖
item,91,& Stick~,棒
item,92,& Shovel~,シャベル
item,93,& Gnomish Shovel~,ノームのシャベル
item,94,& Dwarven Shovel~,ドワーフのシャベル
item,95,& Pick~,つるはし
item,96,& Orcish Pick~,オークのつるはし
item,97,& Dwarven Pick~,ドワーフのつるはし
item,98,& Mattock~,戦闘用つるはし
item,99,& Sling~,スリング
item,100,& Short Bow~,ショート・ボウ
item,101,& Long Bow~,ロング・ボウ
item,102,& Light Crossbow~,ライト・クロスボウ
item,103,& Heavy Crossbow~,ヘヴィ・クロスボウ
item,104,& Gun~,進化する銃
item,105,& Gun~,進化する銃
item,106,& Yumi~,弓
item,107,& Harp~,ハープ
item,110,& Arrow~,矢
item,111,& Sheaf Arrow~,束矢
item,113,& Seeker Arrow~,追尾の矢
item,114,& Black Arrow~,矢
item,115,& Bolt~,クロスボウの矢
item,116,& Steel Bolt~,鋼鉄のクロスボウの矢
item,118,& Seeker Bolt~,追尾クロスボウの矢
item,120,& Rounded Pebble~,丸い小石
item,121,& Iron Shot~,鉄弾
item,122,& Mithril Shot~,ミスリルの弾
item,123,& Cloak~,クローク
item,124,& Elven Cloak~,エルフのクローク
item,125,& Fur Cloak~,毛皮のクローク
item,126,& Ethereal Cloak~,天上のクローク
item,127,& Shadow Cloak~,影のクローク
item,129,& Pair~ of Soft Leather Boots,軟革ブーツ
item,130,& Pair~ of Hard Leather Boots,硬革ブーツ
item,131,& Pair~ of Dragon Boots,ドラゴン・ブーツ
item,132,& Pair~ of Metal Shod Boots,鉄鋲底の靴
item,134,& Hard Leather Cap~,硬革帽子
item,135,& Metal Cap~,金属帽子
item,136,& Jingasa~,陣笠
item,137,& Iron Helm~,鉄ヘルメット
item,138,& Steel Helm~,鋼鉄ヘルメット
item,140,& Dragon Helm~,ドラゴン・ヘルム
item,141,& Kabuto~,星兜
item,142,& Iron Crown~,鉄冠
item,143,& Golden Crown~,金の冠
item,144,& Jewel Encrusted Crown~,宝冠
item,145,& Massive Iron Crown~,堂々たる鉄冠
item,148,& Set~ of Leather Gloves,革グローブ
item,150,& Set~ of Gauntlets,ガントレット
item,153,& Set~ of Dragon Gloves,ドラゴン・グローブ
item,155,& Small Leather Shield~,革製スモール・シールド
item,156,& Small Metal Shield~,金属製スモール・シールド
item,157,& Large Leather Shield~,革製ラージ・シールド
item,158,& Large Metal Shield~,金属製ラージ・シールド
item,159,& Dragon Shield~,ドラゴン・シールド
